200,0.5129162598
201,0.1890382576
202,-0.03163351059
203,-0.03890985727
204,-0.06513925552
205,0.1034579468
206,0.06666241646
207,0.08962634087
208,0.2557902718
209,0.1528443432
210,0.1738154984
211,0.1538076878
212,0.08507428169
213,0.1074046135
214,0.07916813374
215,0.07552120209
216,0.07243749619
217,0.0568633604
218,0.07753550053
219,0.07081887722
220,0.1050263977
221,0.09339688301
222,0.08706549644
223,0.1059496021
224,0.09215589523
225,0.1045431232
226,0.1266184711
227,0.0924247551
228,0.114667263
229,0.08733242989
230,0.08463604927
231,0.1059484005
232,0.09934589386
233,0.1143674564
234,0.08541165352
235,0.09482871056
236,0.1163066483
237,0.1186808586
238,0.139803648
239,0.09936595917
240,0.1046287155
241,0.1352705479
242,0.09725962639
243,0.1013533211
244,0.1059251404
245,0.1083039284
246,0.09016041756
247,0.09224293709
248,0.09736328125
249,0.08892172813
250,0.09373791695
251,0.09489242554
252,0.07532206059
253,0.06424957275
254,0.06022894382
255,0.0619900322
256,0.05954471111
257,0.06806132317
258,0.05250772476
259,0.0713783884
260,0.06192042828
261,0.0523484087
262,0.05394870281
263,0.06350497246
264,0.05207944393
265,0.04888897896
266,0.06847923279
267,0.05420692921
268,0.05123544216
269,0.05306930065
270,0.04682973385
271,0.05365680695
272,0.06762194633
273,0.0533758688
274,0.05056707382
275,0.05092187405
276,0.05101019382
277,0.06023506641
278,0.06181494713
279,0.0589538908
280,0.05949145317
281,0.0633027792
282,0.04836813927
283,0.05041810513
284,0.03836833
285,0.0522691679
286,0.0526235342
287,0.04958803654
288,0.04384346485
289,0.05541755199
290,0.06748837948
291,0.05313299179
292,0.04703158379
293,0.07361003876
294,0.0520752573
295,0.02695103645
296,0.05271693707
297,0.06506222725
298,0.03669400454
299,0.04904098511
300,0.05277171135
301,0.06522128105
302,0.06580060959
303,0.06495536327
304,0.0594139719
305,0.05900987148
306,0.03324968815
307,0.02466085911
308,0.03655913115
309,0.04189793587
310,0.05047287464
311,0.07755424023
312,0.04900464058
313,0.04749243259
314,0.01369522572
315,0.04466333389
316,0.02307128906
317,0.04020411491
318,0.03154593229
319,0.03445095539
320,0.04372393131
321,0.05180778503
322,0.04557899475
323,0.08148629189
324,0.06294544697
325,0.06136496067
326,0.07006062031
327,0.05357644558
328,0.04784862518
329,0.05482066631
330,0.01905382633
331,0.01924039006
332,0.0419606781
333,0.02516019106
334,0.04951740265
335,0.04470868111
336,0.05593556404
337,0.01510958195
338,0.05023209572
339,0.03200707674
340,0.03187584162
341,0.0531435585
342,0.07331428528
343,0.05211225033
344,0.001395489872
345,0.06727066517
346,0.03679394007
347,0.0109970808
348,0.0660451746
349,0.03483078003
