310,0.016451
320,0.02011
330,0.060472
340,0.082733
350,0.098024
360,0.10577
370,0.11018
380,0.11375
390,0.1221
400,0.1239
410,0.12738
420,0.11593
430,0.12295
440,0.12857
450,0.13321
460,0.13809
470,0.14233
480,0.14327
490,0.14617
500,0.14814
510,0.1502
520,0.15278
530,0.15558
540,0.15825
550,0.16204
560,0.16468
570,0.16606
580,0.16852
590,0.17055
600,0.17189
610,0.1743
620,0.17715
630,0.17804
640,0.17935
650,0.18117
660,0.18317
670,0.18589
680,0.18842
690,0.19048
700,0.18765
710,0.19691
720,0.20588
730,0.23362
740,0.2711
750,0.3329
760,0.42647
770,0.49295
780,0.56922
790,0.54186
800,0.34291
810,0.16088
820,0.065682
830,0.042094
