310,0.038909
320,0.090602
330,0.1327
340,0.19913
350,0.2723
360,0.35115
370,0.46021
380,0.54938
390,0.60238
400,0.62555
410,0.63601
420,0.63904
430,0.65162
440,0.66651
450,0.68455
460,0.70312
470,0.7341
480,0.76474
490,0.79633
500,0.82575
510,0.85397
520,0.87068
530,0.8843
540,0.89002
550,0.90179
560,0.9073
570,0.90505
580,0.90694
590,0.90605
600,0.90551
610,0.90502
620,0.9058
630,0.90195
640,0.89926
650,0.89632
660,0.89458
670,0.89185
680,0.888
690,0.88229
700,0.8703
710,0.86709
720,0.87286
730,0.86917
740,0.86468
750,0.86041
760,0.86048
770,0.84409
780,0.81052
790,0.64198
800,0.3707
810,0.17512
820,0.076395
830,0.052563
