310,0.02837
320,0.05004
330,0.06978
340,0.11013
350,0.16858
360,0.22442
370,0.30284
380,0.39835
390,0.47551
400,0.50426
410,0.52781
420,0.54991
430,0.56478
440,0.5662
450,0.57929
460,0.5987
470,0.61176
480,0.64161
490,0.68661
500,0.73264
510,0.77632
520,0.79992
530,0.811
540,0.81958
550,0.81719
560,0.82232
570,0.82214
580,0.82023
590,0.8191
600,0.81554
610,0.81527
620,0.81433
630,0.81004
640,0.8037
650,0.80259
660,0.79706
670,0.79429
680,0.78804
690,0.77837
700,0.7573
710,0.74775
720,0.73626
730,0.72714
740,0.70939
750,0.68022
760,0.60588
770,0.49475
780,0.28289
790,0.14127
800,0.06682
810,0.02956
820,0.0135
830,0.0096
